relative_time,tess_flux,r_flux,g_flux,tess_uncert,r_uncert,g_uncert,mwebv,max_light,max_uncert
-30.0,,,,,,,0.02,11.700000000000005,4.684597694098774
-29.5,,,,,,,0.02,11.700000000000005,4.684597694098774
-29.0,,,,,,,0.02,11.700000000000005,4.684597694098774
-28.5,,,,,,,0.02,11.700000000000005,4.684597694098774
-28.0,,,,,,,0.02,11.700000000000005,4.684597694098774
-27.5,,,,,,,0.02,11.700000000000005,4.684597694098774
-27.0,,,,,,,0.02,11.700000000000005,4.684597694098774
-26.5,,,,,,,0.02,11.700000000000005,4.684597694098774
-26.0,,,,,,,0.02,11.700000000000005,4.684597694098774
-25.5,,,,,,,0.02,11.700000000000005,4.684597694098774
-25.0,,,,,,,0.02,11.700000000000005,4.684597694098774
-24.5,,,,,,,0.02,11.700000000000005,4.684597694098774
-24.0,,,,,,,0.02,11.700000000000005,4.684597694098774
-23.5,,,,,,,0.02,11.700000000000005,4.684597694098774
-23.0,-50.650271892125524,,,198.14211311343354,,,0.02,11.700000000000005,4.684597694098774
-22.5,-117.54674615153525,,,181.72290077483643,,,0.02,11.700000000000005,4.684597694098774
-22.0,-188.76807571323812,,,167.10571118290355,,,0.02,11.700000000000005,4.684597694098774
-21.5,-205.1936750606074,,,156.56606708912634,,,0.02,11.700000000000005,4.684597694098774
-21.0,-132.55875544876739,,,151.370657343755,,,0.02,11.700000000000005,4.684597694098774
-20.5,-24.017816581274424,,,148.14332762245095,,,0.02,11.700000000000005,4.684597694098774
-20.0,50.44310179017028,,,145.66832303282246,,,0.02,11.700000000000005,4.684597694098774
-19.5,91.0504613806593,,,144.6958567114131,,,0.02,11.700000000000005,4.684597694098774
-19.0,129.24362026063375,,,143.44789801458685,,,0.02,11.700000000000005,4.684597694098774
-18.5,57.9646848252531,,,144.1964705590234,,,0.02,11.700000000000005,4.684597694098774
-18.0,125.1764901316787,,,143.39043147649122,,,0.02,11.700000000000005,4.684597694098774
-17.5,103.60465558974856,,,143.8103097392411,,,0.02,11.700000000000005,4.684597694098774
-17.0,124.3324274239814,,,143.9919796774013,,,0.02,11.700000000000005,4.684597694098774
-16.5,57.75205397114501,,,142.79077919645638,,,0.02,11.700000000000005,4.684597694098774
-16.0,86.96402886418858,,,142.3985350176069,,,0.02,11.700000000000005,4.684597694098774
-15.5,49.61363755015021,,,143.05804456846846,,,0.02,11.700000000000005,4.684597694098774
-15.0,32.11398042108346,,,143.2990186086651,,,0.02,11.700000000000005,4.684597694098774
-14.5,49.42751943071562,,,142.9464774140951,,,0.02,11.700000000000005,4.684597694098774
-14.0,135.18794536958325,,,142.28577230848245,,,0.02,11.700000000000005,4.684597694098774
-13.5,65.05043490748116,,,142.7859308027729,,,0.02,11.700000000000005,4.684597694098774
-13.0,77.3553239344356,,,142.67081238747252,,,0.02,11.700000000000005,4.684597694098774
-12.5,49.43451946603382,,,142.64234223159428,,,0.02,11.700000000000005,4.684597694098774
-12.0,57.62675211886622,,,143.25754034100572,,,0.02,11.700000000000005,4.684597694098774
-11.5,69.09932516221117,,,143.27628378912868,,,0.02,11.700000000000005,4.684597694098774
-11.0,,,,,,,0.02,11.700000000000005,4.684597694098774
-10.5,,,,,,,0.02,11.700000000000005,4.684597694098774
-10.0,,,,,,,0.02,11.700000000000005,4.684597694098774
-9.5,,,-30.84176548563535,,,54.443246566554,0.02,11.700000000000005,4.684597694098774
-9.0,,44.28732788068799,,,44.942749694745,,0.02,11.700000000000005,4.684597694098774
-8.5,,,,,,,0.02,11.700000000000005,4.684597694098774
-8.0,-37.132394170342124,,,196.4908447218952,,,0.02,11.700000000000005,4.684597694098774
-7.5,-134.29435702829502,,,180.76097973182695,,,0.02,11.700000000000005,4.684597694098774
-7.0,-195.3745917237283,-48.244857497129544,,170.19929733822596,54.1502881442469,,0.02,11.700000000000005,4.684597694098774
-6.5,-182.57406744646764,,,159.57554189402572,,,0.02,11.700000000000005,4.684597694098774
-6.0,-82.65555148465954,,,154.06109593610157,,,0.02,11.700000000000005,4.684597694098774
-5.5,-47.610957520636006,,,148.32723589564856,,,0.02,11.700000000000005,4.684597694098774
-5.0,101.6742222614686,,,145.51741875851633,,,0.02,11.700000000000005,4.684597694098774
-4.5,123.73408713598471,,,144.53043654614612,,,0.02,11.700000000000005,4.684597694098774
-4.0,156.3725633477539,156.3725633479092,,143.44048073769443,66.6068793887122,,0.02,11.700000000000005,4.684597694098774
-3.5,146.76836438536873,,,142.70355630169612,,,0.02,11.700000000000005,4.684597694098774
-3.0,197.60040787860137,,,142.98933197307457,,,0.02,11.700000000000005,4.684597694098774
-2.5,213.3306848499148,,,142.40420941438694,,,0.02,11.700000000000005,4.684597694098774
-2.0,358.98329574052315,,356.303120897715,141.94183910394423,,43.4937965079759,0.02,11.700000000000005,4.684597694098774
-1.5,337.7463140383403,,,141.97634982720677,,,0.02,11.700000000000005,4.684597694098774
-1.0,435.043242111007,,,142.50243774376622,,,0.02,11.700000000000005,4.684597694098774
-0.5,491.9364413257515,,,142.15832657744372,,,0.02,11.700000000000005,4.684597694098774
0.0,544.4459850190943,,,142.4502721270267,,,0.02,11.700000000000005,4.684597694098774
0.5,575.8750244716397,,,142.5708181880747,,,0.02,11.700000000000005,4.684597694098774
1.0,674.7697892770541,,,142.27104767009607,,,0.02,11.700000000000005,4.684597694098774
1.5,713.2482721972003,,,142.21038763750664,,,0.02,11.700000000000005,4.684597694098774
2.0,753.8271097728256,,,141.5196733574002,,,0.02,11.700000000000005,4.684597694098774
2.5,738.8786008917205,,,142.02460726474598,,,0.02,11.700000000000005,4.684597694098774
3.0,885.7415941497353,,,142.2720691024743,,,0.02,11.700000000000005,4.684597694098774
3.5,,,,,,,0.02,11.700000000000005,4.684597694098774
4.0,,,,,,,0.02,11.700000000000005,4.684597694098774
4.5,,,,,,,0.02,11.700000000000005,4.684597694098774
5.0,,1291.964947417121,1470.6116776892475,,43.2527628584691,44.6097217395025,0.02,11.700000000000005,4.684597694098774
5.5,,,,,,,0.02,11.700000000000005,4.684597694098774
6.0,,,,,,,0.02,11.700000000000005,4.684597694098774
6.5,,1305.482580298743,1644.219489137807,,61.4003910385757,54.091037405378,0.02,11.700000000000005,4.684597694098774
7.0,,,,,,,0.02,11.700000000000005,4.684597694098774
7.5,,,,,,,0.02,11.700000000000005,4.684597694098774
8.0,,,,,,,0.02,11.700000000000005,4.684597694098774
8.5,,1389.3547703755742,,,36.1976210311473,,0.02,11.700000000000005,4.684597694098774
9.0,,,,,,,0.02,11.700000000000005,4.684597694098774
9.5,,,,,,,0.02,11.700000000000005,4.684597694098774
10.0,,,,,,,0.02,11.700000000000005,4.684597694098774
10.5,,,,,,,0.02,11.700000000000005,4.684597694098774
11.0,,,,,,,0.02,11.700000000000005,4.684597694098774
11.5,,,,,,,0.02,11.700000000000005,4.684597694098774
12.0,,,,,,,0.02,11.700000000000005,4.684597694098774
12.5,,,,,,,0.02,11.700000000000005,4.684597694098774
13.0,,,,,,,0.02,11.700000000000005,4.684597694098774
13.5,,,,,,,0.02,11.700000000000005,4.684597694098774
14.0,,,,,,,0.02,11.700000000000005,4.684597694098774
14.5,,,,,,,0.02,11.700000000000005,4.684597694098774
15.0,,,,,,,0.02,11.700000000000005,4.684597694098774
15.5,,,,,,,0.02,11.700000000000005,4.684597694098774
16.0,,,,,,,0.02,11.700000000000005,4.684597694098774
16.5,,,,,,,0.02,11.700000000000005,4.684597694098774
17.0,,,,,,,0.02,11.700000000000005,4.684597694098774
17.5,,,,,,,0.02,11.700000000000005,4.684597694098774
18.0,,,,,,,0.02,11.700000000000005,4.684597694098774
18.5,,,,,,,0.02,11.700000000000005,4.684597694098774
19.0,,,,,,,0.02,11.700000000000005,4.684597694098774
19.5,,,,,,,0.02,11.700000000000005,4.684597694098774
20.0,,,,,,,0.02,11.700000000000005,4.684597694098774
20.5,,,,,,,0.02,11.700000000000005,4.684597694098774
21.0,,,,,,,0.02,11.700000000000005,4.684597694098774
21.5,,,,,,,0.02,11.700000000000005,4.684597694098774
22.0,,,,,,,0.02,11.700000000000005,4.684597694098774
22.5,,,,,,,0.02,11.700000000000005,4.684597694098774
23.0,,,,,,,0.02,11.700000000000005,4.684597694098774
23.5,,,,,,,0.02,11.700000000000005,4.684597694098774
24.0,,,,,,,0.02,11.700000000000005,4.684597694098774
24.5,,,,,,,0.02,11.700000000000005,4.684597694098774
25.0,,,,,,,0.02,11.700000000000005,4.684597694098774
