relative_time,tess_flux,r_flux,g_flux,tess_uncert,r_uncert,g_uncert,mwebv,max_light,max_uncert
-30.0,,,,,,,0.0641,13.1,9.471179088863927
-29.5,,,,,,,0.0641,13.1,9.471179088863927
-29.0,,,-28.931305121270803,,,20.9268669686994,0.0641,13.1,9.471179088863927
-28.5,,,,,,,0.0641,13.1,9.471179088863927
-28.0,,,,,,,0.0641,13.1,9.471179088863927
-27.5,,,,,,,0.0641,13.1,9.471179088863927
-27.0,,6.813348713338448,31.867877203657613,,30.766646008221905,19.6217202808656,0.0641,13.1,9.471179088863927
-26.5,,,,,,,0.0641,13.1,9.471179088863927
-26.0,,,,,,,0.0641,13.1,9.471179088863927
-25.5,,,,,,,0.0641,13.1,9.471179088863927
-25.0,,0.9772345190139672,-8.945385329387006,,37.8101586067658,20.0955795872648,0.0641,13.1,9.471179088863927
-24.5,,,,,,,0.0641,13.1,9.471179088863927
-24.0,,,,,,,0.0641,13.1,9.471179088863927
-23.5,,,,,,,0.0641,13.1,9.471179088863927
-23.0,,-47.416082260289386,,,40.69831271876957,,0.0641,13.1,9.471179088863927
-22.5,,,,,,,0.0641,13.1,9.471179088863927
-22.0,,,,,,,0.0641,13.1,9.471179088863927
-21.5,,,,,,,0.0641,13.1,9.471179088863927
-21.0,,,,,,,0.0641,13.1,9.471179088863927
-20.5,,,,,,,0.0641,13.1,9.471179088863927
-20.0,,-43.748791123376314,-14.521224980091818,,46.68299976997724,20.6933753055458,0.0641,13.1,9.471179088863927
-19.5,,,,,,,0.0641,13.1,9.471179088863927
-19.0,,,,,,,0.0641,13.1,9.471179088863927
-18.5,,,,,,,0.0641,13.1,9.471179088863927
-18.0,,,,,,,0.0641,13.1,9.471179088863927
-17.5,,,,,,,0.0641,13.1,9.471179088863927
-17.0,,,-99.49435086718601,,,87.4999288153371,0.0641,13.1,9.471179088863927
-16.5,,,,,,,0.0641,13.1,9.471179088863927
-16.0,,,,,,,0.0641,13.1,9.471179088863927
-15.5,,,,,,,0.0641,13.1,9.471179088863927
