relative_time,tess_flux,r_flux,g_flux,tess_uncert,r_uncert,g_uncert,mwebv,max_light,max_uncert
-30.0,,,3.622438714771592,,,24.6130991372995,0.0388,8.899999999999999,5.945652940501058
-29.5,,,,,,,0.0388,8.899999999999999,5.945652940501058
-29.0,,56.89400901897404,-139.05776503184038,,58.2644132272567,72.6865338575591,0.0388,8.899999999999999,5.945652940501058
-28.5,,,,,,,0.0388,8.899999999999999,5.945652940501058
-28.0,,-11.72015706149004,74.9612805191979,,54.29764753930967,56.91699725542553,0.0388,8.899999999999999,5.945652940501058
-27.5,,,,,,,0.0388,8.899999999999999,5.945652940501058
-27.0,,,,,,,0.0388,8.899999999999999,5.945652940501058
-26.5,,,,,,,0.0388,8.899999999999999,5.945652940501058
-26.0,,,,,,,0.0388,8.899999999999999,5.945652940501058
-25.5,,,,,,,0.0388,8.899999999999999,5.945652940501058
-25.0,,,,,,,0.0388,8.899999999999999,5.945652940501058
-24.5,,,,,,,0.0388,8.899999999999999,5.945652940501058
-24.0,,-33.58059440118039,,,69.99389535582883,,0.0388,8.899999999999999,5.945652940501058
-23.5,,,,,,,0.0388,8.899999999999999,5.945652940501058
-23.0,,5.696155223256053,,,82.14325846712582,,0.0388,8.899999999999999,5.945652940501058
-22.5,,,,,,,0.0388,8.899999999999999,5.945652940501058
-22.0,,-17.745578442959584,-12.750048081317338,,70.67891750674522,93.07486685214658,0.0388,8.899999999999999,5.945652940501058
-21.5,,,,,,,0.0388,8.899999999999999,5.945652940501058
-21.0,,15.628694550568076,67.81769720536609,,48.08896155673397,68.15270023752942,0.0388,8.899999999999999,5.945652940501058
-20.5,,,,,,,0.0388,8.899999999999999,5.945652940501058
-20.0,,,,,,,0.0388,8.899999999999999,5.945652940501058
-19.5,,,,,,,0.0388,8.899999999999999,5.945652940501058
-19.0,,27.5860325870561,-42.828185832386396,,31.465785731198988,36.656183814563526,0.0388,8.899999999999999,5.945652940501058
-18.5,,,,,,,0.0388,8.899999999999999,5.945652940501058
-18.0,,,,,,,0.0388,8.899999999999999,5.945652940501058
